date,log_return,overnight_return,momentum_5d,momentum_20d,volatility_20d,volume_change,volume_20d_avg,spy_return,soxx_return,ief_return,trends_zscore_30d,trends_momentum_7d,trends_spike,target_direction,target_next_return
2021-04-28,-0.0071778448469568,-0.0019505851755527,-0.0011753216977969,0.0085495548811253,0.0266082210593023,0.0578818072024593,257670.05,-0.0001198078283868,-0.0151219867628807,0.0011400010003859,0.085762415408998,-0.073170731707317,0,1,0.0032690450819041
2021-04-29,0.0032690450819041,0.0078585461689588,0.0063665853146421,0.0068821389733093,0.0257890506472575,0.3060267379332264,255577.75,0.0065205939520421,0.0066569831858498,-0.0017543864148933,0.1331779329745586,0.0540540540540541,0,0,-0.0211089632102351
2021-04-30,-0.0211089632102351,-0.010443864229765,-0.0034369649508201,0.0040966691381343,0.0256458149235336,-0.1253246979005766,251794.6,-0.0065685211027821,-0.0283900888121234,0.0008775779413589,-0.1386216491068983,-0.1282051282051283,0,0,-0.0107239633629757
2021-05-03,-0.0107239633629757,0.0093333333333333,-0.008315285369148,0.0029849250466785,0.0257890319351464,0.1699638857973515,252324.5,0.0020827106696561,-0.0118733960506855,0.0008768084735343,-0.2623475024548294,-0.1388888888888888,0,0,-0.0328796741191562
2021-05-04,-0.0328796741191562,-0.0148247978436658,-0.0137242800914839,0.001771978492916,0.026909754003002,1.2836682197631526,267211.75,-0.0063093205495496,-0.0155907584944623,0.0013137729062842,0.3392731057697125,0.0487804878048778,0,1,0.0062478509383629
2021-05-05,0.0062478509383629,0.0250696378830084,-0.01103914093442,0.0010843377045007,0.0265932853739389,-0.5451653146365671,268096.9,0.0005293042179201,0.0066285707248334,0.001137208712856,-0.0460951871208881,-0.0526315789473686,0,1,0.0048325948382089
2021-05-06,0.0048325948382089,0.0020761245674741,-0.010726430983159,0.0006934923932075,0.026471528836086,-0.2217399024353774,262839.7,0.007762935215846,0.0063685263732864,0.0006118079114057,0.0608439351895018,-0.0256410256410255,0,1,0.0204506104712908
2021-05-07,0.0204506104712908,0.0206611570247934,-0.0024145162468538,0.0014374706642993,0.0268225926579134,0.2508510599974782,265098.7,0.0073004307352836,0.016455976983198,0.0004367765957187,-0.160406738226869,0.0,0,0,-0.0385192048817909
2021-05-10,-0.0385192048817909,-0.0020242914979757,-0.0079735645506169,-0.0032247345642525,0.0251226891974258,0.4526202613061467,244651.45,-0.0097138995340615,-0.0481162499438448,-0.002010753835672,-0.1468225450553275,0.0645161290322584,0,1,0.0041987465463497
2021-05-11,0.0041987465463497,-0.0294530154277699,-0.0005578804175156,-0.0045364426694881,0.0239293920784308,0.0408907069879327,242779.15,-0.0088673727967743,0.0037902761737808,-0.0016641124926365,0.1289603609984644,-0.0930232558139534,0,0,-0.0398913290273019
2021-05-12,-0.0398913290273019,-0.0209497206703911,-0.0097857164106486,-0.0052389475616588,0.0247789214463913,-0.2140687150607438,240334.75,-0.0215439866532833,-0.0430467308444124,-0.0046566881144183,0.0290087329431214,0.0,0,0,-0.0080263108742288
2021-05-13,-0.0080263108742288,0.0203488372093022,-0.0123574975531362,-0.0083780570605416,0.0203614884313049,-0.0549929920792319,232964.3,0.0118176283991623,0.0143013355509974,0.0032531791120981,0.506133200609532,0.0789473684210526,0,1,0.042315384352861
2021-05-14,0.042315384352861,0.0175824175824175,-0.0079845427768221,-0.0055446468182932,0.0232274530672995,-0.123716671938178,232405.9,0.0146383615810823,0.0305981397371382,0.002016925312139,0.3501731177735275,0.1176470588235294,0,0,-0.0049278522812406
2021-05-17,-0.0049278522812406,-0.0063202247191011,-0.0012662722567121,-0.0040319837008468,0.02215623253277,0.0247345342093583,226694.25,-0.0020918749137539,-0.0098962822619908,-0.0006134163098187,0.844846638685096,0.2499999999999997,0,0,-0.0113556933536734
2021-05-18,-0.0113556933536734,0.0056457304163726,-0.0043771602367167,-0.0039774216505762,0.0221357533475752,-0.2855565286927383,220436.8,-0.0082659080910458,-0.0069033064725458,-0.0001753309375929,1.0861736318959834,0.1538461538461537,0,1,0.004273510777382
2021-05-19,0.004273510777382,-0.0314061384725195,0.00445580772422,-0.0043860928296614,0.0218906590533081,0.9867751305830934,225666.4,-0.0025758805037685,0.018131442427526,-0.0029853389455937,1.3950662699451364,0.3541666666666669,0,1,0.0376613546363102
