observations,auc,accuracy,balanced_accuracy,precision,recall,f1,brier,trade_rate,mean_strategy_return,strategy_sharpe,max_drawdown,accuracy_binom_pvalue_vs_0p50,strategy_mean_ttest_pvalue_gt_0,strategy_mean_permutation_pvalue,confusion_matrix_tn_fp_fn_tp,fold,feature_set,model,feature_count,val_auc,val_accuracy,threshold,youden_j
63,0.5725806451612904,0.5714285714285714,0.5756048387096775,0.6666666666666666,0.3125,0.425531914893617,0.2532389967710988,0.23809523809523808,0.004032435958714671,2.229019882650808,-0.0694841966737848,0.15675152664822642,0.13657946418709965,,"[[26, 5], [22, 10]]",8,market_only,logistic_regression,7,0.4340198321891686,0.5,0.5128120763120569,0.05644546147978616
63,0.5866935483870968,0.49206349206349204,0.49747983870967744,0.5,0.15625,0.23809523809523808,0.24844506901753438,0.15873015873015872,0.00020687127546113165,0.43468360404172357,-0.04031354824436095,0.5993467537479669,0.41499976237182046,,"[[26, 5], [27, 5]]",8,market_only,random_forest,7,0.5664886854818206,0.5634920634920635,0.5090068073463798,0.17543859649122606
63,0.5776209677419355,0.47619047619047616,0.48336693548387094,0.3333333333333333,0.03125,0.05714285714285714,,0.047619047619047616,6.160102890393495e-05,0.3545637591114799,-0.014483572169662673,0.6926724921172691,0.43048491233195585,,"[[29, 2], [31, 1]]",8,market_only,svm_linear,7,0.44012204424103735,0.47619047619047616,0.7711999365842664,0.037376048817695996
63,0.5,0.42857142857142855,0.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,,0.0,0.8963160500715729,,,"[[27, 0], [36, 0]]",9,market_only,majority_class,7,0.5,0.4444444444444444,,
63,0.5216049382716049,0.4444444444444444,0.5,0.5714285714285714,0.1111111111111111,0.18604651162790697,0.2592508880277658,0.1111111111111111,0.0016227147835417984,2.4556462899308262,-0.03306136970149831,0.8432484733517736,0.11391201829764709,,"[[24, 3], [32, 4]]",9,market_only,logistic_regression,7,0.5155612244897959,0.5,0.5165295752367963,0.09999999999999858
63,0.5267489711934157,0.5396825396825397,0.5601851851851852,0.6521739130434783,0.4166666666666667,0.5084745762711864,0.25408452281204896,0.36507936507936506,0.004264809602781698,3.620092603550029,-0.06870355810571438,0.3073275078827309,0.03871386505730945,,"[[19, 8], [21, 15]]",9,market_only,random_forest,7,0.5803571428571429,0.5952380952380952,0.4911938738577626,0.20357142857142696
63,0.5462962962962963,0.5714285714285714,0.5509259259259259,0.6097560975609756,0.6944444444444444,0.6493506493506493,,0.6507936507936508,0.0006648576070069958,0.4104889789625898,-0.12095505857729472,0.15675152664822642,0.419662917254878,,"[[11, 16], [11, 25]]",9,market_only,svm_linear,7,0.5219387755102041,0.5476190476190477,-0.19634507811948773,0.08571428571428635
63,0.5,0.42857142857142855,0.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,,0.0,0.8963160500715729,,,"[[27, 0], [36, 0]]",1,market_macro,majority_class,10,0.5,0.4365079365079365,,
63,0.42592592592592593,0.4126984126984127,0.47685185185185186,0.3333333333333333,0.027777777777777776,0.05128205128205128,0.25639362049779574,0.047619047619047616,-0.00011920304169068258,-0.4616717239827779,-0.017636442464771362,0.9350410384887238,0.5901873321059792,,"[[25, 2], [35, 1]]",1,market_macro,logistic_regression,10,0.4865556978233035,0.47619047619047616,0.5742910922404588,0.041741357234314935
63,0.4495884773662551,0.42857142857142855,0.4305555555555556,0.5,0.4166666666666667,0.45454545454545453,0.2555433558334126,0.47619047619047616,0.004625009564132408,2.922247942397186,-0.08736654204997618,0.8963160500715729,0.07612141734354182,,"[[12, 15], [21, 15]]",1,market_macro,random_forest,10,0.49218950064020484,0.5,0.5380344809600391,0.05121638924455868
63,0.43415637860082307,0.36507936507936506,0.4212962962962963,0.16666666666666666,0.027777777777777776,0.047619047619047616,,0.09523809523809523,-0.0002757564918673238,-1.050036265042643,-0.02576301648380175,0.9887125136633714,0.6978313996878478,,"[[22, 5], [35, 1]]",1,market_macro,svm_linear,10,0.4973111395646607,0.48412698412698413,0.8174951780593133,0.043533930857874686
63,0.5,0.5555555555555556,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,,0.0,0.22498126814511127,,,"[[35, 0], [28, 0]]",2,market_macro,majority_class,10,0.5,0.4523809523809524,,
63,0.513265306122449,0.5079365079365079,0.46428571428571425,0.2857142857142857,0.07142857142857142,0.11428571428571428,0.2582461471658275,0.1111111111111111,-0.0018288731878762382,-2.0622642703303278,-0.15603319836213392,0.5,0.844838792202438,,"[[30, 5], [26, 2]]",2,market_macro,logistic_regression,10,0.4429188914314773,0.47619047619047616,0.5909979886357986,0.037376048817695996
63,0.5510204081632653,0.5396825396825397,0.48928571428571427,0.3333333333333333,0.03571428571428571,0.06451612903225806,0.254257148642653,0.047619047619047616,-0.002222602367651281,-2.714149754768369,-0.13567172931353277,0.3073275078827309,0.9084400611038299,,"[[33, 2], [27, 1]]",2,market_macro,random_forest,10,0.43707093821510307,0.4603174603174603,0.5990502774231408,0.005339435545385289
